id,platform,brand_name,url_slug,city,zone,address,latitude,longitude,price_range,cuisine_tags,scraped_at
5201,swiggy,The Pizza Bakery - Wood Fired Sourdough,swiggy_760190,Bengaluru,Banashankari,"100 Feet Ring Road, Bengaluru",12.9365,77.5538,₹₹₹,"[""Pizzas"", ""Italian"", ""Pastas"", ""Salads"", ""Desserts"", ""Continental""]",2026-06-08T15:06:40.291241
5202,swiggy,Theobroma,swiggy_775570,Bengaluru,Banashankari,"100 Feet Ring Road, Bengaluru",12.9365,77.5538,₹₹,"[""Bakery"", ""Desserts""]",2026-06-08T15:06:40.291241
5203,swiggy,Bakingo,swiggy_420020,Bengaluru,Banashankari,"Banashankari 3rd Stage, BTM Layout, Bengaluru",12.9365,77.5538,₹₹,"[""Bakery"", ""Desserts"", ""Beverages"", ""Snacks""]",2026-06-08T15:06:40.291242
5204,swiggy,Subway,swiggy_1452,Bengaluru,Jayanagar,"Bull Temple Road, Bengaluru",12.9365,77.5538,₹₹,"[""sandwich"", ""Salads"", ""wrap"", ""Healthy Food""]",2026-06-08T15:06:40.291243
5205,swiggy,McDonald's,swiggy_23700,Bengaluru,Banashankari,"2nd Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Burgers"", ""Beverages"", ""Cafe"", ""Desserts""]",2026-06-08T15:06:40.291243
5206,swiggy,A2B - Adyar Ananda Bhavan,swiggy_1468,Bengaluru,Jayanagar,"Basavanagudi, Bengaluru",12.9365,77.5538,₹₹,"[""South Indian"", ""North Indian"", ""Sweets"", ""Chinese""]",2026-06-08T15:06:40.291244
5207,swiggy,Polar Bear,swiggy_94387,Bengaluru,Banashankari,"Banashankari, Bengaluru",12.9365,77.5538,₹₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T15:06:40.291244
5208,swiggy,Baskin Robbins - Ice Cream Desserts,swiggy_816758,Bengaluru,Jayanagar,"Siddanna Layout, Bengaluru",12.9365,77.5538,₹,"[""Desserts"", ""Ice Cream""]",2026-06-08T15:06:40.291245
5209,swiggy,Grameen Kulfi,swiggy_352788,Bengaluru,Jayanagar,"2nd Stage, Bengaluru",12.9365,77.5538,₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T15:06:40.291246
5210,swiggy,ITC Master Chef Creations,swiggy_501419,Bengaluru,Banashankari,"Banashankari, Bengaluru",12.9365,77.5538,₹₹₹,"[""North Indian"", ""Biryani"", ""Kebabs"", ""rolls"", ""Desserts""]",2026-06-08T15:06:40.291246
5211,swiggy,Nandhana Palace,swiggy_389325,Bengaluru,Banashankari,"BEML Layout 5th Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Andhra"", ""Biryani"", ""North Indian"", ""Chinese"", ""Beverages"", ""Desserts""]",2026-06-08T15:06:40.291247
5212,swiggy,Homely,swiggy_63507,Bengaluru,Vijayanagar,"Ganesha Block, Bengaluru",12.9365,77.5538,₹,"[""Home Food"", ""North Indian"", ""South Indian"", ""Beverages"", ""Desserts"", ""Thalis""]",2026-06-08T15:06:40.291247
5213,swiggy,Chicking,swiggy_1373307,Bengaluru,Vijayanagar,"Vijayanagar, Bengaluru",12.9365,77.5538,₹₹,"[""Continental"", ""Indian"", ""Fast Food"", ""Burgers""]",2026-06-08T15:06:40.291248
