platform,brand_name,url_slug,city,zone,address,latitude,longitude,price_range,cuisine_tags,scraped_at
swiggy,Grameen Kulfi,swiggy_352788,Bengaluru,Jayanagar,"2nd Stage, Bengaluru",12.8995,77.5765,₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T16:11:24.510635
swiggy,Magnolia Bakery,swiggy_684315,Bengaluru,Banashankari,"Kanakapura Road, Bengaluru",12.8995,77.5765,₹₹,"[""Bakery"", ""Desserts"", ""Ice Cream""]",2026-06-08T16:11:24.513020
swiggy,McDonald's,swiggy_23692,Bengaluru,JP Nagar,"JP NAGAR 6th phase, Bengaluru",12.8995,77.5765,₹₹,"[""Burgers"", ""Beverages"", ""Cafe"", ""Desserts""]",2026-06-08T16:11:24.515900
swiggy,Pizza Hut,swiggy_1007963,Bengaluru,Banashankari,"Kumaraswamy Layout, Bengaluru",12.8995,77.5765,₹₹,"[""Pizza"", "" Fast Food"", "" Italian"", "" Desserts"", "" Beverages""]",2026-06-08T16:11:24.518395
swiggy,Barbeque Nation,swiggy_415372,Bengaluru,Banashankari,"Uttarahalli, Bengaluru",12.8995,77.5765,₹₹,"[""North Indian"", ""Barbecue"", ""Kebabs"", ""Biryani"", ""Street Food"", ""Snacks""]",2026-06-08T16:11:24.520506
swiggy,Homely,swiggy_1265822,Bengaluru,JP Nagar,"Jayanagar, Bengaluru",12.8995,77.5765,₹,"[""South Indian"", ""Home Food"", ""North Indian"", ""Desserts""]",2026-06-08T16:11:24.522660
swiggy,KFC,swiggy_30955,Bengaluru,Malleshwaram,"Mantri Square, Bengaluru",13.0012,77.5757,₹₹,"[""Burgers"", ""Fast Food"", ""Rolls & Wraps""]",2026-06-08T16:11:30.895546
swiggy,Pizza Hut,swiggy_10591,Bengaluru,Malleshwaram,"Sampige Road, Bengaluru",13.0012,77.5757,₹₹,"[""Pizzas""]",2026-06-08T16:11:30.899053
swiggy,Nandhana Palace,swiggy_18975,Bengaluru,Rajajinagar,"Rajajinagar, Bengaluru",13.0012,77.5757,₹₹,"[""Biryani"", ""Andhra"", ""South Indian"", ""North Indian""]",2026-06-08T16:11:30.902348
swiggy,Burger King,swiggy_5932,Bengaluru,Malleshwaram,"Malleshwaram, Bengaluru",13.0012,77.5757,₹₹,"[""Burgers"", ""American""]",2026-06-08T16:11:30.905362
swiggy,Domino's Pizza,swiggy_23797,Bengaluru,Malleshwaram,"5Th Cross, Bengaluru",13.0012,77.5757,₹₹,"[""Pizzas"", ""Italian"", ""Pastas"", ""Desserts""]",2026-06-08T16:11:30.908428
swiggy,Krispy Kreme - Doughnuts & Coffee,swiggy_59147,Bengaluru,Malleshwaram,"Malleshwaram, Bengaluru",13.0012,77.5757,₹,"[""Desserts"", ""Cafe"", ""Bakery"", ""Coffee"", ""Beverages"", ""Snacks""]",2026-06-08T16:11:30.911374
swiggy,RNR Biryani - Taste of 1953,swiggy_353404,Bengaluru,Rajajinagar,"Shivanahalli, Bengaluru",13.0012,77.5757,₹₹,"[""Biryani"", ""South Indian"", ""Kebabs""]",2026-06-08T16:11:30.913882
swiggy,Paris Panini - Gourmet Sandwiches & Wraps,swiggy_591680,Bengaluru,Rajajinagar,"Rajajinagar, Bengaluru",13.0012,77.5757,₹₹,"[""sandwich"", ""wrap"", ""Fast Food"", ""Pastas"", ""Italian"", ""Salads"", ""Healthy Food"", ""Desserts"", ""Continental""]",2026-06-08T16:11:30.915636
swiggy,The Pizza Bakery - Wood Fired Sourdough,swiggy_591426,Bengaluru,Rajajinagar,"1st Block, Bengaluru",13.0012,77.5757,₹₹₹,"[""Pizzas"", ""Pastas"", ""Italian"", ""Desserts"", ""Continental""]",2026-06-08T16:11:30.917978
swiggy,A2B - Adyar Ananda Bhavan,swiggy_12811,Bengaluru,Malleshwaram,"Sampige Road, Bengaluru",13.0012,77.5757,₹₹,"[""South Indian"", ""Sweets"", ""Chinese""]",2026-06-08T16:11:30.920105
swiggy,Subway,swiggy_10815,Bengaluru,Malleshwaram,"Malleshwaram, Bengaluru",13.0012,77.5757,₹₹,"[""sandwich"", ""Salads"", ""wrap"", ""Healthy Food""]",2026-06-08T16:11:30.921872
swiggy,California Burrito,swiggy_30083,Bengaluru,Malleshwaram,"Sadashivanagar , Bengaluru",13.0012,77.5757,₹,"[""Mexican"", ""American"", ""Salads"", ""Continental"", ""Keto"", ""Healthy Food"", ""Beverages"", ""Snacks"", ""Desserts"", ""Fast Food""]",2026-06-08T16:11:30.923546
swiggy,Dum Safar Biryani,swiggy_657646,Bengaluru,Rajajinagar,"GLOBAL MALLS, Bengaluru",13.0012,77.5757,₹₹,"[""Biryani"", ""Hyderabadi"", ""Kebabs"", ""North Indian"", ""barbeque""]",2026-06-08T16:11:30.925545
swiggy,Grameen Kulfi,swiggy_352790,Bengaluru,Rajajinagar,"Bashyam Circle, Bengaluru",13.0012,77.5757,₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T16:11:30.927267
swiggy,Go Zero Ice Creams & Desserts,swiggy_814917,Bengaluru,Rajajinagar,"LANDMARK TAKE RIGHT FROM PARK SIDE, Bengaluru",13.0012,77.5757,₹,"[""Ice Cream"", ""Desserts"", ""Healthy Food""]",2026-06-08T16:11:30.928965
swiggy,The Belgian Waffle Co.,swiggy_776939,Bengaluru,Malleshwaram,"KODHANDARAMAPURAM, Bengaluru",13.0012,77.5757,₹,"[""Waffle"", ""Desserts"", ""Ice Cream"", ""Beverages""]",2026-06-08T16:11:30.930728
swiggy,Natural Ice Cream,swiggy_27809,Bengaluru,Malleshwaram,"Malleshwaram, Bengaluru",13.0012,77.5757,₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T16:11:30.932672
swiggy,McDonald's,swiggy_63317,Bengaluru,Malleshwaram,"Mantri Square Mall, Bengaluru",13.0012,77.5757,₹₹,"[""Burgers"", ""Beverages"", ""Cafe"", ""Desserts""]",2026-06-08T16:11:30.935211
swiggy,Barbeque Nation,swiggy_657644,Bengaluru,Rajajinagar,"GLOBAL MALLS, Bengaluru",13.0012,77.5757,₹₹,"[""North Indian"", ""Barbecue"", ""Kebabs"", ""Biryani"", ""Street Food"", ""Snacks""]",2026-06-08T16:11:30.938046
swiggy,Seoul Burgers & Shakes,swiggy_1208978,Bengaluru,Malleshwaram,"Central bus sto, Bengaluru",13.0012,77.5757,₹,"[""Burger"", ""Bubble Tea"", ""Fast Food"", ""Beverages"", ""Juice and shake""]",2026-06-08T16:11:30.940600
swiggy,Homely,swiggy_304684,Bengaluru,RT Nagar,"7th Sector, Bengaluru",13.0012,77.5757,₹,"[""Home Food"", ""South Indian"", ""Beverages"", ""Desserts"", ""Thalis""]",2026-06-08T16:11:30.943212
swiggy,Pizza Hut,swiggy_14534,Bengaluru,Banashankari,"6th Block, Bengaluru",12.9365,77.5538,₹₹,"[""Pizzas""]",2026-06-08T16:11:38.458480
swiggy,KFC,swiggy_334474,Bengaluru,Banashankari,"3rd Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Burgers"", ""Fast Food"", ""Rolls & Wraps""]",2026-06-08T16:11:38.463225
swiggy,Seoul Burgers & Shakes,swiggy_822445,Bengaluru,Banashankari,"Chikkallasandra, Bengaluru",12.9365,77.5538,₹,"[""Burger"", ""Bubble Tea"", ""Fast Food"", ""Beverages"", ""Juice and shake""]",2026-06-08T16:11:38.466038
swiggy,Burger King,swiggy_594259,Bengaluru,Jayanagar,"3rd Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Burgers"", ""American""]",2026-06-08T16:11:38.468306
swiggy,Domino's Pizza,swiggy_108423,Bengaluru,Banashankari,"1st Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Pizzas"", ""Italian"", ""Pastas"", ""Desserts""]",2026-06-08T16:11:38.470812
swiggy,Rolls On Wheels - Shawarma & Wraps,swiggy_1469,Bengaluru,Jayanagar,"Banashankari, Bengaluru",12.9365,77.5538,₹₹,"[""Rolls & Wraps"", ""Snacks"", ""Fast Food"", ""North Indian""]",2026-06-08T16:11:38.473980
swiggy,Krispy Kreme - Doughnuts & Coffee,swiggy_365932,Bengaluru,Jayanagar,"Basavanagudi, Bengaluru",12.9365,77.5538,₹,"[""Desserts"", ""Cafe"", ""Bakery"", ""Coffee"", ""Beverages"", ""Snacks""]",2026-06-08T16:11:38.476207
swiggy,Paris Panini - Gourmet Sandwiches & Wraps,swiggy_760197,Bengaluru,Banashankari,"100 Feet Ring Road, Bengaluru",12.9365,77.5538,₹₹,"[""sandwich"", ""wrap"", ""Fast Food"", ""Pastas"", ""Italian"", ""Salads"", ""Healthy Food"", ""Desserts"", ""Continental""]",2026-06-08T16:11:38.479094
swiggy,The Pizza Bakery - Wood Fired Sourdough,swiggy_760190,Bengaluru,Banashankari,"100 Feet Ring Road, Bengaluru",12.9365,77.5538,₹₹₹,"[""Pizzas"", ""Italian"", ""Pastas"", ""Salads"", ""Desserts"", ""Continental""]",2026-06-08T16:11:38.481488
swiggy,Natural Ice Cream,swiggy_29672,Bengaluru,Jayanagar,"Jayanagar, Bengaluru",12.9365,77.5538,₹,"[""Ice Cream"", ""Desserts""]",2026-06-08T16:11:38.483790
swiggy,La Pino'z Pizza,swiggy_424558,Bengaluru,Jayanagar,"Gandhi Bazaar Main Road, Bengaluru",12.9365,77.5538,₹,"[""Pizzas"", ""Pastas"", ""Italian"", ""Desserts"", ""Beverages""]",2026-06-08T16:11:38.486159
swiggy,Theobroma,swiggy_775570,Bengaluru,Banashankari,"100 Feet Ring Road, Bengaluru",12.9365,77.5538,₹₹,"[""Bakery"", ""Desserts""]",2026-06-08T16:11:38.488690
swiggy,The Pizza Project by Oven Story,swiggy_837795,Bengaluru,Banashankari,"22nd Main Road, Bengaluru",12.9365,77.5538,₹₹,"[""Pizzas"", ""Italian"", ""Desserts"", ""Beverages""]",2026-06-08T16:11:38.490922
swiggy,Bakingo,swiggy_420020,Bengaluru,Banashankari,"Banashankari 3rd Stage, BTM Layout, Bengaluru",12.9365,77.5538,₹₹,"[""Bakery"", ""Desserts"", ""Beverages"", ""Snacks""]",2026-06-08T16:11:38.494048
swiggy,Subway,swiggy_1452,Bengaluru,Jayanagar,"Bull Temple Road, Bengaluru",12.9365,77.5538,₹₹,"[""sandwich"", ""Salads"", ""wrap"", ""Healthy Food""]",2026-06-08T16:11:38.496946
swiggy,A2B - Adyar Ananda Bhavan,swiggy_1468,Bengaluru,Jayanagar,"Basavanagudi, Bengaluru",12.9365,77.5538,₹₹,"[""South Indian"", ""North Indian"", ""Sweets"", ""Chinese""]",2026-06-08T16:11:38.499710
swiggy,Nandhana Palace,swiggy_389325,Bengaluru,Banashankari,"BEML Layout 5th Stage, Bengaluru",12.9365,77.5538,₹₹,"[""Andhra"", ""Biryani"", ""North Indian"", ""Chinese"", ""Beverages"", ""Desserts""]",2026-06-08T16:11:38.502151
swiggy,Homely,swiggy_63507,Bengaluru,Vijayanagar,"Ganesha Block, Bengaluru",12.9365,77.5538,₹,"[""Home Food"", ""North Indian"", ""South Indian"", ""Beverages"", ""Desserts"", ""Thalis""]",2026-06-08T16:11:38.505642
